,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Cycle,Democrats,Individuals,PACs,Republicans,Soft_Indivs,Soft_Orgs,Total,Total1,org_id,org_name,org_name_clean,DemShare,RepShare
335,PGECORPORATION,15906.59,15906.59,2,20000.0,10000000000.0,1,PG&E CORPORATION,,OTHER THAN SMALL BUSINESS,2010,pge,2010,299360,119722,297200,110062,0,0,409422,409422,D000000290,PG&E CORP,pge,0.7311771228707789,0.2688228771292212
336,PHOENIXINTERNATIONALHOLDINGSINC,1121830.15,1121830.15,13,182.5,35981510.0,2,PHOENIX INTERNATIONAL HOLDINGS INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,phoenix,2010,18000,11610,17000,9610,0,0,27610,27610,D000028354,PHOENIX COMPANIES,phoenix,0.6519377037305324,0.3480622962694676
337,PICTSWEETLLC,22507478.55,22507478.55,8,600.0,100000000.0,2,PICTSWEET LLC,,OTHER THAN SMALL BUSINESS,2010,pictsweet,2010,4650,45650,24300,65300,0,0,69950,69950,D000055439,PICTSWEET CO,pictsweet,0.06647605432451752,0.9335239456754825
338,PITNEYBOWESINC,5012092.14,5815777.14,195,8365.389575,1338028104.0,2,PITNEY BOWES INC.,,OTHER THAN SMALL BUSINESS,2010,pitney bowes,2010,64380,11890,107500,54010,0,0,118390,118390,D000022192,PITNEY BOWES INC,pitney bowes,0.5437959287101951,0.4562040712898049
339,POLARISINDUSTRIESINC,2796888.91,6096888.91,2072,3854.166667,1165868231.0,2,POLARIS INDUSTRIES INC.,,OTHER THAN SMALL BUSINESS,2010,polaris industries,2010,500,17200,18000,34700,0,0,35200,35200,D000028403,POLARIS INDUSTRIES,polaris industries,0.014204545454545454,0.9857954545454546
340,PPGINDUSTRIESINC,1399950.0,9966676.0,38,37058.33333,9588958309.0,2,PPG INDUSTRIES  INC.,,OTHER THAN SMALL BUSINESS,2010,ppg industries,2010,23400,27601,73000,75701,0,0,99101,99101,D000028426,PPG INDUSTRIES,ppg industries,0.23612274346373902,0.763877256536261
341,PRAGMATICSINC,195671697.8,195671705.8,339,406.855789,127375077.0,2,PRAGMATICS  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2010,pragmatics,2010,80400,65400,18400,3400,0,0,83800,83800,D000028428,PRAGMATICS INC,pragmatics,0.9594272076372315,0.0405727923627685
342,PRICEWATERHOUSECOOPERSLLP,50796014.63,82728203.04,4370,107869.4423,1231185859.0,2,PRICEWATERHOUSECOOPERS LLP,,OTHER THAN SMALL BUSINESS,2010,pricewaterhousecoopers,2010,1162015,385798,2273650,1496233,0,0,2658248,2658248,D000000124,PRICEWATERHOUSECOOPERS,pricewaterhousecoopers,0.4371356622858364,0.5628643377141637
343,PROGRESSENERGYINC,1015375.25,1015375.25,38,9000.0,9600000000.0,2,"PROGRESS ENERGY, INC.",,OTHER THAN SMALL BUSINESS,2010,progress energy,2010,293570,48671,467000,210801,0,0,504371,504371,D000000398,PROGRESS ENERGY,progress energy,0.5820517040036005,0.4179482959963995
344,PRUDENTIALFINANCIALINC,25083345.75,16482994.67,1028,1367.74867,91989487.64,2,PRUDENTIAL FINANCIAL INC.,,OTHER THAN SMALL BUSINESS,2010,prudential financial,2010,640287,551819,413480,312925,500,0,953212,953212,D000000141,PRUDENTIAL FINANCIAL,prudential financial,0.6717152113066138,0.3282847886933862
345,QINETIQGROUPPLC,598526894.3,1100905510.0,27174,4155.251458,826555660.8,2,QINETIQ GROUP PLC,,SMALL BUSINESS,2010,qinetiq,2010,22900,51100,39000,67200,0,0,90100,90100,D000070980,QINETIQ GROUP,qinetiq,0.2541620421753607,0.7458379578246392
346,RADIANCETECHNOLOGIESINC,35712409.44,83278852.43,11555,287.2028952,44617251.89,2,"RADIANCE TECHNOLOGIES, INC.",,SMALL BUSINESS,2010,radiance technologies,2010,42000,55700,112850,126550,0,0,168550,168550,D000028509,RADIANCE TECHNOLOGIES,radiance technologies,0.2491842183328389,0.7508157816671611
347,RAYTHEONCOMPANY,170268000000.0,253993000000.0,17149,35045.29396,4865773871.0,2,RAYTHEON COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,raytheon,2010,1444906,191453,2541500,1267197,950,0,2712103,2712103,D000000175,RAYTHEON CO,raytheon,0.5327622144144231,0.46723778558557694
348,ROCKWELLCOLLINSINC,3498259524.0,3859521337.0,9633,14028.519830000001,2998928189.0,2,ROCKWELL COLLINS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,rockwell collins,2010,92250,25100,150000,82650,0,0,174900,174900,D000028783,ROCKWELL COLLINS INC,rockwell collins,0.5274442538593482,0.4725557461406518
349,ROLLSROYCEGROUPPLC,183555154.8,497040592.8,251,26473.31088,7385496101.0,2,ROLLS-ROYCE GROUP PLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,rollsroyce,2010,194050,17290,363800,182040,0,0,376090,376090,D000043246,ROLLS-ROYCE PLC,rollsroyce,0.5159669228110293,0.4840330771889707
350,SALTCHUKRESOURCESINC,841484.29,841484.29,24,1769.1739129999999,19258886.96,1,SALTCHUK RESOURCES  INC.,,SMALL BUSINESS,2010,saltchuk resources,2010,182250,63400,160100,34250,0,0,216500,216500,D000022236,SALTCHUK RESOURCES,saltchuk resources,0.8418013856812933,0.1581986143187067
351,SCANACORPORATION,583860.0,583860.0,3,1968.0,1575000000.0,1,SCANA CORPORATION,,OTHER THAN SMALL BUSINESS,2010,scana,2010,40250,53825,99499,118574,0,0,158824,158824,D000028916,SCANA CORP,scana,0.2534251750365184,0.7465748249634816
352,SECURITASAB,513994490.0,513994490.0,11,1315.055556,19793321.22,2,SECURITAS AB,,OTHER THAN SMALL BUSINESS,2010,securitas ab,2010,3250,7004,11500,15254,0,0,18504,18504,D000046110,SECURITAS AB,securitas ab,0.1756376999567661,0.8243623000432339
353,SEMPRAENERGY,8853336.0,8853336.0,5,11200.0,9719999898.0,1,SEMPRA ENERGY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,sempra energy,2010,246340,40940,374200,164300,250,0,410640,410640,D000000415,SEMPRA ENERGY,sempra energy,0.599892850185077,0.40010714981492307
354,SERCOGROUPPLC,1023454167.0,3651146968.0,17199,4493.90016,488632487.7,2,SERCO GROUP PLC,,OTHER THAN SMALL BUSINESS,2010,serco,2010,48900,17250,92900,61250,0,0,110150,110150,D000043130,SERCO GROUP,serco,0.4439400817067635,0.5560599182932365
355,SIEMENSAG,462315205.2,627709919.9,1428,61113.415129999994,1937554801.0,2,SIEMENS AG,,OTHER THAN SMALL BUSINESS,2010,siemens ag,2010,191625,29415,312500,147325,500,0,338950,338950,D000042425,SIEMENS AG,siemens ag,0.5653488715149727,0.4346511284850273
356,SIERRANEVADACORPORATION,81595462.73,81595462.73,163,1335.013082,463324484.7,2,SIERRA NEVADA CORPORATION,,OTHER THAN SMALL BUSINESS,2010,sierra nevada,2010,120200,60700,90000,30500,0,0,150700,150700,D000029049,SIERRA NEVADA CORP,sierra nevada,0.7976111479761114,0.2023888520238885
357,SMITHFIELDFOODSINC,29395759.65,29395759.65,50,17196.64533,1623576040.0,2,SMITHFIELD FOODS  INC.,,OTHER THAN SMALL BUSINESS,2010,smithfield foods,2010,45400,128240,103900,186740,0,0,232140,232140,D000022254,SMITHFIELD FOODS,smithfield foods,0.195571637804773,0.8044283621952271
358,SMSHOLDINGSCORPORATION,13649874.56,13649874.56,4010,13000.0,270000000.0,2,SMS HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2010,sms,2010,0,950,7000,7950,0,0,7950,7950,D000029089,SMS HOLDINGS,sms,0.0,1.0
359,SODEXO,3658896.04,3658896.04,8,50000.0,2500000000.0,2,SODEXO,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,sodexo,2010,49450,10400,52500,13450,0,0,62900,62900,D000029106,SODEXO,sodexo,0.7861685214626392,0.2138314785373609
360,SOLERSINC,145706357.2,145706357.2,1422,143.5,23175208.74,2,SOLERS INC.,,OTHER THAN SMALL BUSINESS,2010,solers,2010,12000,5250,26000,19250,10000,0,31250,31250,D000063453,SOLERS INC,solers,0.384,0.616
361,SRIINTERNATIONAL,234780106.5,234780106.5,5550,2098.021693,107599356.1,2,SRI INTERNATIONAL,,OTHER THAN SMALL BUSINESS,2010,sri,2010,21150,21998,12800,13398,750,0,34548,34548,D000037741,SRI INTERNATIONAL,sri,0.6121917332407085,0.3878082667592914
362,STANLEYINC,612991614.7,604285959.2,5112,276.98873430000003,41252345.41,2,STANLEY  INC.,,SMALL BUSINESS,2010,stanley,2010,14800,10850,17400,12450,0,0,27250,27250,D000043125,STANLEY INC,stanley,0.5431192660550459,0.45688073394495415
363,STARR,4537077.0,4537077.0,7,10.0,3000000.0,2,STARR,OTHER,OTHER THAN SMALL BUSINESS,2010,starr,2010,33850,29050,26100,26100,0,0,59950,59950,D000068001,STARR COMPANIES,starr,0.5646371976647206,0.4353628023352794
364,STERICYCLEINC,3940.2,3940.2,9,1000.0,0.25,1,"STERICYCLE, INC.",,OTHER THAN SMALL BUSINESS,2010,stericycle,2010,5750,1050,13750,9050,0,0,14800,14800,D000029206,STERICYCLE INC,stericycle,0.3885135135135135,0.6114864864864865
365,STERISCORPORATION,318276.51,318276.51,31,4822.222222,1193333333.0,2,STERIS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,steris,2010,34050,23650,48900,38500,0,0,72550,72550,D000029207,STERIS CORP,steris,0.4693314955203308,0.5306685044796692
366,STVGROUPINC,44199736.92,44592502.92,8,1200.0,200000000.0,2,STV GROUP INC,,OTHER THAN SMALL BUSINESS,2010,stv,2010,45300,22500,44600,21800,0,0,67100,67100,D000029266,STV GROUP,stv,0.6751117734724292,0.32488822652757077
367,TECOENERGYINC,8165254.0,8165254.0,4,574.75,573261056.0,1,TECO ENERGY  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,teco energy,2010,78870,42920,132500,71250,1000,10000,150120,150120,D000000613,TECO ENERGY,teco energy,0.5253796962430056,0.4746203037569944
368,TELECOMMUNICATIONSYSTEMSINC,1456448.44,1456448.44,4,520.25,93283750.0,2,TELECOMMUNICATION SYSTEMS  INC.,,SMALL BUSINESS,2010,telecommunication systems,2010,86700,85950,5800,5050,0,0,91750,91750,D000057481,TELECOMMUNICATION SYSTEMS INC,telecommunication systems,0.9449591280653951,0.055040871934604906
369,TELEDYNETECHNOLOGIESINC,1805219931.0,1805219931.0,940,5926.192676,1232004748.0,2,TELEDYNE TECHNOLOGIES INC,,OTHER THAN SMALL BUSINESS,2010,teledyne technologies,2010,65950,58700,43000,35750,0,0,101700,101700,D000029367,TELEDYNE TECHNOLOGIES,teledyne technologies,0.6484759095378564,0.35152409046214356
370,TELOSCORPORATION,536489201.4,545402105.4,199,54.47863998,11711159.25,2,TELOS CORPORATION,,SMALL BUSINESS,2010,telos,2010,9000,1000,12500,4500,0,0,13500,13500,D000029369,TELOS CORP,telos,0.6666666666666666,0.3333333333333333
371,TEXTRONINC,10185017381.0,11448073693.0,635,5856.924916,1805943162.0,2,TEXTRON INC.,,OTHER THAN SMALL BUSINESS,2010,textron,2010,300400,85297,721500,511397,250,0,811797,811797,D000000201,TEXTRON INC,textron,0.37004324972868835,0.6299567502713117
372,THEBOEINGCOMPANY,1483950000000.0,2334460000000.0,5858,94870.29431,31120135878.0,2,THE BOEING COMPANY,,OTHER THAN SMALL BUSINESS,2010,boeing,2010,1894740,617587,2806000,1521032,2250,0,3415772,3415772,D000000100,BOEING CO,boeing,0.5547032998689608,0.44529670013103917
373,THECLOROXCOMPANY,93488453.99,93488453.99,33,3420.0,2160000000.0,2,THE CLOROX COMPANY,,OTHER THAN SMALL BUSINESS,2010,clorox,2010,19270,15264,17000,12994,0,0,32264,32264,D000024879,CLOROX CO,clorox,0.5972601041408381,0.4027398958591619
374,THECOCACOLACOMPANY,91883888.93,114043910.9,85,10577.19743,3165698753.0,2,THE COCA-COLA COMPANY,,OTHER THAN SMALL BUSINESS,2010,cocacola,2010,389686,128336,696750,433400,0,5000,823086,823086,D000000212,COCA-COLA CO,cocacola,0.47344505920401997,0.52655494079598
375,THEDAYZIMMERMANNGROUPINC,52322152.69,78422152.69,136,3034.965278,307149688.9,2,THE DAY & ZIMMERMANN GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,day zimmermann,2010,110018,17018,203100,110100,0,0,220118,220118,D000025286,DAY & ZIMMERMANN,day zimmermann,0.4998137362687286,0.5001862637312714
376,THEINTERPUBLICGROUPOFCOMPANIESINC,18772011.74,819720490.7,73,6393.333333,918750030.7,2,THE INTERPUBLIC GROUP OF COMPANIES INC,,OTHER THAN SMALL BUSINESS,2010,interpublic,2010,915830,1152614,83078,314608,750,0,1230438,1230438,D000021897,INTERPUBLIC GROUP,interpublic,0.7443121880176002,0.25568781198239976
377,THEMANITOWOCCOMPANYINC,8171563.4,13727533.4,4,5000.0,2300000000.0,1,THE MANITOWOC COMPANY INC,OTHER,OTHER THAN SMALL BUSINESS,2010,manitowoc,2010,36150,6600,39750,10200,0,0,46350,46350,D000027367,MANITOWOC CO,manitowoc,0.7799352750809061,0.22006472491909385
378,THEPARSONSCORPORATION,1143987280.0,1149827102.0,4777,5016.798613,453113665.4,2,THE PARSONS CORPORATION,,OTHER THAN SMALL BUSINESS,2010,parsons,2010,362325,5125,570800,210100,0,0,572425,572425,D000022175,PARSONS CORP,parsons,0.6329650172511683,0.36703498274883173
379,THEPROCTERGAMBLECOMPANY,610509899.9,610509899.9,12,55000.0,38000001024.0,2,THE PROCTER & GAMBLE COMPANY,,OTHER THAN SMALL BUSINESS,2010,procter gamble,2010,253646,211661,380250,336115,250,0,589761,589761,D000000485,PROCTER & GAMBLE,procter gamble,0.43008269451523584,0.5699173054847642
380,THERMOFISHERSCIENTIFICINC,21014152.45,25161298.44,407,11275.295329999999,2839262162.0,2,THERMO FISHER SCIENTIFIC INC.,,SMALL BUSINESS,2010,thermo fisher scientific,2010,133300,53775,165650,86125,250,0,219425,219425,D000023662,THERMO FISHER SCIENTIFIC,thermo fisher scientific,0.6074968668109832,0.39250313318901675
381,THESCHWANFOODCOMPANY,37628310.74,37628310.74,12,23000.0,900000000.0,2,THE SCHWAN FOOD COMPANY,,OTHER THAN SMALL BUSINESS,2010,schwan food,2010,10500,6950,49000,44450,0,0,54950,54950,D000028944,SCHWAN FOOD,schwan food,0.1910828025477707,0.8089171974522293
382,THESHAWGROUPINC,462623348.2,586313717.3,5200,10176.44061,1601979897.0,2,THE SHAW GROUP INC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,shaw,2010,278344,159820,282900,159876,500,0,438220,438220,D000022247,SHAW GROUP,shaw,0.6351695495413263,0.36483045045867374
383,THESOUTHERNCOMPANY,48117815.59,48117815.59,16,6900.441667,3436077261.0,2,THE SOUTHERN COMPANY,,OTHER THAN SMALL BUSINESS,2010,southern,2010,477436,162799,1029000,692813,1005,0,1170249,1170249,D000000168,SOUTHERN CO,southern,0.4079781311498664,0.5920218688501336
384,THETIMKENCOMPANY,169760.02,169760.02,5,13875.0,2751625000.0,2,THE TIMKEN COMPANY,,OTHER THAN SMALL BUSINESS,2010,timken,2010,3000,98300,106500,201800,0,0,204800,204800,D000000426,TIMKEN CO,timken,0.0146484375,0.9853515625
385,TIDEWATERINC,1817537.32,1817537.32,2025,85.77777778,6661111.1110000005,1,TIDEWATER  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2010,tidewater,2010,9400,6850,27000,24450,0,0,33850,33850,D000029446,TIDEWATER INC,tidewater,0.2776957163958641,0.7223042836041359
386,TORCHTECHNOLOGIESINC,713250302.5,713250302.5,1185,99.53571429,4371775.163,2,TORCH TECHNOLOGIES  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2010,torch technologies,2010,1000,23450,20800,43250,0,0,44250,44250,D000029489,TORCH TECHNOLOGIES,torch technologies,0.022598870056497175,0.9774011299435028
387,TOSHIBACORPORATION,2127813.88,2127813.88,4485,435364.5833,49103470843.0,2,TOSHIBA CORPORATION,,OTHER THAN SMALL BUSINESS,2010,toshiba,2010,26310,16760,37000,28050,0,0,54360,54360,D000030479,TOSHIBA CORP,toshiba,0.48399558498896245,0.5160044150110376
388,TRANSYSTEMSCORPORATION,3429117.69,3429117.69,62,765.375,107150000.0,2,TRANSYSTEMS CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2010,transystems,2010,9925,6425,9500,6000,0,0,15925,15925,D000029501,TRANSYSTEMS CORP,transystems,0.6232339089481946,0.37676609105180536
389,TRIUMPHGROUPINC,7785988.96,7785988.96,28,1822.2222219999999,333050000.0,2,"TRIUMPH GROUP, INC.",,OTHER THAN SMALL BUSINESS,2010,triumph,2010,71500,5950,161000,95450,0,0,166950,166950,D000063783,TRIUMPH GROUP,triumph,0.4282719377059,0.5717280622941
390,TRIWESTHEALTHCAREALLIANCECORP,310759.34,310759.34,3,1200.0,2000000000.0,1,TRIWEST HEALTHCARE ALLIANCE CORP.,,OTHER THAN SMALL BUSINESS,2010,triwest healthcare alliance,2010,71600,94850,27650,45100,0,0,116700,116700,D000030548,TRIWEST HEALTHCARE ALLIANCE,triwest healthcare alliance,0.6135389888603257,0.3864610111396744
391,TYSONFOODSINC,804279607.1,804279607.1,633,71157.13845,7656727918.0,2,TYSON FOODS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,tyson foods,2010,137411,107390,187960,157939,0,0,295350,295350,D000000460,TYSON FOODS,tyson foods,0.465248010834603,0.534751989165397
392,ULTRAELECTRONICSHOLDINGSPLC,76838252.86,77615887.66,96,845.9261072,210546488.9,2,ULTRA ELECTRONICS HOLDINGS PLC,,OTHER THAN SMALL BUSINESS,2010,ultra electronics,2010,48300,37350,45950,34500,0,0,82800,82800,D000063821,ULTRA ELECTRONICS,ultra electronics,0.5833333333333334,0.4166666666666667
393,UNISYSCORPORATION,4758160436.0,7613465454.0,964,18394.58456,4086547647.0,2,UNISYS CORPORATION,,OTHER THAN SMALL BUSINESS,2010,unisys,2010,91529,20675,151304,79100,0,0,170629,170629,D000022291,UNISYS CORP,unisys,0.5364211241934255,0.4635788758065745
394,UNITEDPARCELSERVICEINC,14417377.15,14706243.15,1096,100412.6548,2978371327.0,2,UNITED PARCEL SERVICE  INC.,,OTHER THAN SMALL BUSINESS,2010,united parcel service,2010,1216755,103736,2809399,1679630,775,0,2896385,2896385,D000000081,UNITED PARCEL SERVICE,united parcel service,0.4200943590026878,0.5799056409973121
395,UNITEDTECHNOLOGIESCORPORATION,3790367902.0,6697089282.0,8942,1239778.173,24486497905.0,2,UNITED TECHNOLOGIES CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,united technologies,2010,850409,174513,1287500,607354,700,0,1457763,1457763,D000000209,UNITED TECHNOLOGIES,united technologies,0.5833657460094679,0.41663425399053206
396,URSCORPORATION,136405000000.0,435350000000.0,20593,32218.520089999998,3680784670.0,2,URS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,urs,2010,6450,90701,30500,51951,0,0,58401,58401,D000023660,URS CORP,urs,0.11044331432680947,0.8895566856731906
397,USBANCORP,1144.13,1144.13,2,50000.0,968000000.0,1,U.S. BANCORP,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,us bancorp,2010,152159,150130,374039,371010,0,0,523169,523169,D000000487,US BANCORP,us bancorp,0.29084100931056694,0.709158990689433
398,VARIANMEDICALSYSTEMSINC,137400.0,137400.0,2,3800.0,1200000000.0,1,VARIAN MEDICAL SYSTEMS  INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2010,varian medical systems,2010,33050,22550,20000,9500,0,0,42550,42550,D000029636,VARIAN MEDICAL SYSTEMS,varian medical systems,0.7767332549941246,0.22326674500587543
399,VERIZONCOMMUNICATIONSINC,1383270182.0,362350000000.0,14168,36051.062860000005,21870249188.0,2,VERIZON COMMUNICATIONS INC.,,OTHER THAN SMALL BUSINESS,2010,verizon communications,2010,1173841,479768,1845700,1134749,1750,2500,2308590,2308590,D000000079,VERIZON COMMUNICATIONS,verizon communications,0.508466639810447,0.4915333601895529
400,VERSARINC,447443389.7,447443389.7,4354,121.9871032,16392058.62,2,VERSAR  INC.,,OTHER THAN SMALL BUSINESS,2010,versar,2010,2500,1500,2000,1000,0,0,3500,3500,D000029654,VERSAR INC,versar,0.7142857142857143,0.2857142857142857
401,WASTEMANAGEMENTINC,7897413.65,8440417.63,84,21446.33185,5302170265.0,2,WASTE MANAGEMENT  INC,,OTHER THAN SMALL BUSINESS,2010,waste management,2010,102600,40450,190700,128325,0,0,230925,230925,D000000161,WASTE MANAGEMENT INC,waste management,0.4443000974342319,0.5556999025657681
402,WESTONSOLUTIONSHOLDINGSINC,625392906.0,628604186.0,2159,1575.862057,359231922.8,2,"WESTON SOLUTIONS HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2010,weston solutions,2010,76350,3850,119560,47060,500,0,123410,123410,D000029835,WESTON SOLUTIONS,weston solutions,0.6186694757313022,0.38133052426869785
403,WILLIAMSINTERNATIONALCOLLC,1120697.6,1120697.6,150,1063.0,250000000.0,1,WILLIAMS INTERNATIONAL CO LLC,OTHER,OTHER THAN SMALL BUSINESS,2010,williams,2010,148550,53350,481000,379800,0,0,528350,528350,D000000480,WILLIAMS COMPANIES,williams,0.2811583230812908,0.7188416769187091
404,WOOLPERTINC,1980713.7,1980713.7,79,675.0,85250000.0,2,"WOOLPERT, INC.",,OTHER THAN SMALL BUSINESS,2010,woolpert,2010,24150,43400,5000,23750,0,0,47900,47900,D000031142,WOOLPERT INC,woolpert,0.5041753653444676,0.49582463465553234
405,WPPPLC,283373551.0,283980651.0,9135,4903.540807,455682587.5,2,WPP PLC,,OTHER THAN SMALL BUSINESS,2010,wpp,2010,1043270,1921918,194000,1046198,250,0,2089468,2089468,D000000662,WPP GROUP,wpp,0.4992993431820923,0.5007006568179078
406,XCELENERGYINC,109368.0,109368.0,5,17.0,15250000.0,1,XCEL ENERGY INC.,,OTHER THAN SMALL BUSINESS,2010,xcel energy,2010,210225,87461,341675,210911,0,0,421136,421136,D000022329,XCEL ENERGY,xcel energy,0.4991855362638198,0.5008144637361802
407,XEROXCORPORATION,20325275.95,20558471.77,2286,23525.82729,185126000000.0,2,XEROX CORPORATION,,OTHER THAN SMALL BUSINESS,2010,xerox,2010,30631,24351,26500,20245,0,0,50876,50876,D000000607,XEROX CORP,xerox,0.6020717037502948,0.39792829624970516
408,3MCOMPANY,24208501.03,1349530643.0,173555,38182.22295,443390000000.0,2,3M COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,3m,2012,119880,189663,316500,388783,2350,2500,508663,508663,D000021800,3M CO,3m,0.23567666608343835,0.7643233339165616
409,3TINTERNATIONALINC,7508670.72,7508670.72,3,26.25,5575000.0,1,3T INTERNATIONAL INC,,OTHER THAN SMALL BUSINESS,2012,3t,2012,33000,0,33000,0,0,0,33000,33000,D000023696,3T PAC,3t,1.0,0.0
410,ABBLTD,208998.44,518725.53,14,80822.29167,45475466859.0,2,ABB LTD,,OTHER THAN SMALL BUSINESS,2012,abb,2012,5050,4000,5500,4450,0,0,9500,9500,D000023729,ABB GROUP,abb,0.531578947368421,0.46842105263157896
411,ABBOTTLABORATORIES,68163928.83,124993692.1,5502,70999.52055,59366096266.0,2,ABBOTT LABORATORIES,,OTHER THAN SMALL BUSINESS,2012,abbott laboratories,2012,659222,364358,1389750,1094886,53200,0,1754108,1754108,D000000383,ABBOTT LABORATORIES,abbott laboratories,0.37581608430039654,0.6241839156996034
412,AFOGNAKNATIVECORPORATION,516487071.3,1389543781.0,5994,501.84179580000006,25598237.08,2,AFOGNAK NATIVE CORPORATION,,OTHER THAN SMALL BUSINESS,2012,afognak native,2012,6000,2300,11500,7800,0,0,13800,13800,D000023779,AFOGNAK NATIVE CORP,afognak native,0.43478260869565216,0.5652173913043478
413,ALLEGHENYENERGYINC,20325495.25,24429875.25,10,3538.171429,1427857938.0,1,ALLEGHENY ENERGY  INC.,,OTHER THAN SMALL BUSINESS,2012,allegheny energy,2012,3000,49050,40000,86050,0,0,89050,89050,D000023850,ALLEGHENY ENERGY,allegheny energy,0.033688938798427846,0.9663110612015722
414,ALLIANTTECHSYSTEMSINC,136570000000.0,137648000000.0,402,11932.07285,2865748756.0,2,ALLIANT TECHSYSTEMS INC.,,OTHER THAN SMALL BUSINESS,2012,alliant techsystems,2012,128775,38628,399959,310812,1500,0,439587,439587,D000021814,ALLIANT TECHSYSTEMS,alliant techsystems,0.29294542377276855,0.7070545762272314
415,ALTEGRITYINC,251253077.6,2029027126.0,190,2371.5490640000003,1378918832.0,2,"ALTEGRITY, INC.",,OTHER THAN SMALL BUSINESS,2012,altegrity,2012,35578,8328,73576,46326,0,0,81904,81904,D000064404,ALTEGRITY INC,altegrity,0.43438659894510645,0.5656134010548935
416,AMERICANAPPARELINC,8326648.0,8326648.0,1,1281.0,78291000.0,1,AMERICAN APPAREL  INC.,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2012,american apparel,2012,3500,0,12000,8500,0,0,12000,12000,D000071072,AMERICAN APPAREL INC,american apparel,0.2916666666666667,0.7083333333333334
417,AMERICANHOSPITALASSOCIATIONINC,12166444.29,12166444.29,230,117.1428571,33027812.71,1,AMERICAN HOSPITAL ASSOCIATION INC,,OTHER THAN SMALL BUSINESS,2012,american hospital,2012,1176153,162627,2024919,1004393,400,0,2180546,2180546,D000000116,AMERICAN HOSPITAL ASSN,american hospital,0.5393846311887023,0.4606153688112977
418,AMERICANMARITIMEHOLDINGSINC,43963887.74,43963887.74,80,339.0206349,58723511.85,2,AMERICAN MARITIME HOLDINGS  INC.,,SMALL BUSINESS,2012,american maritime,2012,0,3450,6500,9950,0,0,9950,9950,D000045933,AMERICAN MARITIME HOLDINGS,american maritime,0.0,1.0
419,AMERICANPHARMACISTSASSOCIATION,16745719.18,16745719.18,4,100.0,32840821.0,1,AMERICAN PHARMACISTS ASSOCIATION,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2012,american pharmacists,2012,46000,500,97000,51500,0,0,97500,97500,D000023992,AMERICAN PHARMACISTS ASSN,american pharmacists,0.4717948717948718,0.5282051282051282
420,AMERICANSYSTEMSCORPORATION,5203699.93,5105203700.0,1361,897.2589286,162286155.0,2,AMERICAN SYSTEMS CORPORATION,OTHER,OTHER THAN SMALL BUSINESS,2012,american systems,2012,12500,7022,19000,13522,0,0,26022,26022,D000024025,AMERICAN SYSTEMS CORP,american systems,0.4803627699638767,0.5196372300361233
421,AMERISOURCEBERGENCORPORATION,363502980.3,363905362.4,77938,12.52183228,9343470.305,2,AMERISOURCEBERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2012,amerisourcebergen,2012,285667,67729,686899,468961,0,0,754628,754628,D000021841,AMERISOURCEBERGEN CORP,amerisourcebergen,0.37855340644662006,0.62144659355338
422,ANALYTICALGRAPHICSINC,48802.0,48802.0,1,0.0,0.0,1,ANALYTICAL GRAPHICS  INC.,,OTHER THAN SMALL BUSINESS,2012,analytical graphics,2012,6850,750,14100,8000,0,0,14850,14850,D000024070,ANALYTICAL GRAPHICS INC,analytical graphics,0.4612794612794613,0.5387205387205387
